id,job title,job industry,skills,education,experience
25723793,SALES REPRESENTATIVE HIGHLIGHTS BUSINESS TOOLS SAAS,DIGITAL-MEDIA,"SAAS, Microsoft Access, Excel, Word, Power Point, InDesign, Adobe Photoshop, Salesforce, Quicken, accounting, advertising, analyst, broadcast, budget, competitive, conversion, client relationship management, educational programs, forecasting, market analysis, marketing, inventory, new construction, pricing, selling, shipping, strategic management, supply chain, transportation","SMEAL College of Business, Pennsylvania State University, Bachelor of Science, Marketing International Business","Digital Media Sales Representative, Senior Sales Coordinator, Sales and Marketing Assistant"
19444529,VIDEOGRAPHER PROFESSIONAL,DIGITAL-MEDIA,"advertisements, ads, audio, broadcast, com, content, clients, customer support, directing, editing skills, editing, editor, email, feature articles, Explorer, director, marketing plan, marketing strategies, marketing, meetings, newsletters, newsletter, Camera, presentations, press releases, print media, producing, radio, recording, reporter, scripts, social media platforms, stories, strategy, TV, trade shows, video, video production, website, articles","The University of Akron, Bachelor of Arts, Journalism, Media Production, and Radio/TV","Digital Media Specialist, Reporter, Promotions Intern, Program Producer, Production Intern, Social Media and Content Specialist"
33893326,JR PUBLISHER MANAGER,DIGITAL-MEDIA,"Telemarketing, Web Marketing, Knowledge of Microsoft and Office applications, NetBox, AdRelevance, Nielsen Audiweb, Amnet platform, Competitive analysis, Strategies and performance analysis","Digital & Social Media Marketing, Digital-Coach Institute, Accounting, Commercial and Coder, Istituto Tecnico Commerciale G. Maggiolini, Advertising and Public Relations","JR Digital Media Planner, Business developer, assistant of bank clerks"
18442517,SOFTWARE ENGINEER,DIGITAL-MEDIA,"HTML, JavaScript, CSS, Perl, XML, XSLT, JSON, PHP, mySQL, VBScript, AngularJS, Bootstrap, Service-Now, Salesforce, Confluence, JIRA, Rally, Gomez, SiteScope, Keynote, Omniture, Urchin, Request Tracker","B.A., Economics, University of California, Los Angeles (UCLA)","Technical Project Manager, Automation and Integration Engineer, Reports Engineer, Client Manager, Senior Production Associate, Graphics Production Intern, Market Research Intern"
40883703,SENIOR MARKETING MANAGER EXECUTIVE,DIGITAL-MEDIA,"Partner Marketing, Paid Social, eCommerce, Paid Search, Email Marketing, Branding, Analytics, B2B & B2C, CRO, Content Marketing, Lead Generation, SEO, Marketing Automation, Strategic Partnership, Business Development, Management","Saint Mary's College of California, Masters of Business Administration, San Jose State University, Bachelor of Science, Public Relations","Digital Marketing Consultant, Digital Media Manager, SEO Manager, Campaign Manager, SEO Associate, Communications Intern"
18900722,DIRECTOR OF NEW BUSINESS DEVELOPMENT EXECUTIVE,DIGITAL-MEDIA,"Strategic Sales & Market Planning, Lead Generation/Conversion, Client Relationship Management, Superior Client Servicing, Creative Strategy, Digital Advertising, Integrated Marketing, Sales & Business Development, Team Leadership, Vendor Relations, Superior Negotiator, Mobile Marketing","Bachelor of Fine Arts, PARSONS/THE NEW SCHOOL, Associate of Arts, Business, UNION COUNTY COLLEGE","Digital Media Account Executive, Director of Marketing, Creative Director, Director of Marketing and Sales, Creative Director"
28109594,CO CEO THE JILL OF ALL,DIGITAL-MEDIA,"Freelance media production, DSLR's & lighting equipment, Creating, producing, supervising, budgeting, Final Cut Pro 7/X, Adobe Software, Relationship-building organization, Canon EOS camera operation, Artistic and visual perspective, Microsoft Office, Social Media Marketing, Adobe Photoshop, Adobe Premiere, Adobe Illustrator, Adobe Lightroom","Bachelor of Fine Arts: Film/TV Production & ScreenWriting, Morgan State University, High School Diploma, Colony High School","The 'Jill-of-all-Trades', AC & Crew Member, Production Crew Member (Contract-Hire), Multimedia Intern, Intern, Production Assistant (Temp-Hire), Production Intern"
31929166,COMMUNICATIONS SPECIALIST,DIGITAL-MEDIA,"Adobe Creative Suite 6, Microsoft Office, Windows applications, Multimedia production, Public relations, Media relations, Social media managing, Exceptional listener, Analytical/Research skill, Computer/Technical literacy, Flexibility/Adaptability/Managing multiple priorities, Leadership/Management skills, Multicultural Sensitivity/Awareness, Problem-Solving, Reasoning, Creativity, Teamwork","Montreat College, Communication Journalism, Bachelor of Science","Multimedia Production Coordinator, Graphics & Photojournalism, Digital Media Production & Film Production, Editor of Whetstone (College Newspaper), Business Manager of Whetstone (College Newspaper)"
24574164,SENIOR DIRECTOR PRODUCT MANAGEMENT CAREER OVERVIEW,DIGITAL-MEDIA,"Strong analytical skills, Excellent problem solving skills, Knowledge of streaming video platforms, Customer Needs and Requirements Management, Shipping quality software on time","Concordia College, Behavioral Sciences, Bachelor of Arts, Hampshire College, Computer Science and Computer Graphics and Animation, New School University, International Affairs","Product Management, VP, Digital Media Solutions, Director, Technology Partnerships, Director, Ad Products, Vice President, Product, Director of Products, Director, Product Marketing, Product Manager, Director, 3D Products"
23085604,CHIEF SYSTEM ARCHITECT SVP SYSTEM INTEGRATION,DIGITAL-MEDIA,"Project timeline management, Product development, Video Integration expert, Troubleshooting proficiency, Patient and diligent, Vast technical knowledge, Network asset management, Project management, Strong collaborative skills, Capacity and scalability planning, Optimizing and performance tuning, Testing, Excellent problem solving skills, Customer needs assessment, Extensive knowledge of streaming video platforms, Encoding expert, Digital content delivery system expert, IPTV/OTT expert, Broadcast Systems expert, Storage systems expert, Media Server expert, DHCP/DNS Ethernet and Firewall proficient, Accomplished with mobile devices, 3 screen delivery expert, Hardware and Software systems for content creation, contribution and distribution expert, Content management system","Boston University, Communication, BA","SVP System Integration, Chief System Architect, Digital Media and Entertainment Group, CTO, EVP Operations, and EVP/GM of Engineering, Television Design Center, EVP Worldwide System Integration and Professional Services, VP Global Professional Services, Integration and Technical Services, Vice President System integration and Professional Services, Director of Digital Media Technology, Director of Technology, Creative Media Arts Division, CEO Creative Director, Vice President, President/CEO, Producer/Director, Executive Associate Producer Producer, First AD, Director"
27080812,VICE PRESIDENT DATA AND MARKETING TECHNOLOGY,DIGITAL-MEDIA,"Team leadership, Budgeting and finance, Process implementation, Project management, Staff development, Strong verbal communication, Extremely organized, Agile, automation, B2B, budget, business plan, business startup, CMS, consulting, content, conversion, CRM, database marketing, delivery, direction, Driving, e-commerce, e-business, full life cycle, innovation, Leadership, machine learning, market research, marketing, market, marketing and sales, new product development, online marketing, positioning, processes, procurement, product development, product management, prototyping, quality, sales, strategy, strategic, unique, video production, vision, web sites, web production","OKLAHOMA STATE UNIVERSITY, Marketing, Master of Business Administration, NORTHEASTERN STATE UNIVERSITY, Finance, Bachelor of Business Administration","Vice-President Digital Media, Director of Product Management, Global Process Expert; Senior Manager CRM, Global E-Business Channel Manager, Global E-Business Implementation Manager, E-Products Marketing Manager, Sales Manager, Inside Sales Representative"
14209965,CONTRACT SENIOR ASSOCIATE MEDIA PLANNER AT,DIGITAL-MEDIA,"Media Planning/Buying Software: MediaOcean, DDS, MediaVisor, Aspen, Strata, Dart DFA and DFP, Research Software: IMS Clear Decisions (MRI), comScore, Adviews, Snapshot, SRDS, eMarketer, Other Software: Salesforce, Central Desktop VZaI, Hyperion, Lotus Notes, Microsoft Office Suite, Google Drive and Docs, Box, QuarkXPress, Mac/PC Platform proficient",Seton Hall University - Communications - Bachelors of Arts,"Freelance Sales Planner, Freelance Associate Media Planner, Digital, Studio Manager, Digital Sales Planner, Contract Marketing Coordinator at Verison FiOS, Freelance Digital Media/Traffic Coordinator at Prudential, Freelance Assistant Digital Media Planner At Neo@Ogilvy, Integrated Junior Media Associate"
20330739,EXEC DIRECTOR OF SALES CONSULTANT STRATEGIST,DIGITAL-MEDIA,"Sales Management, Business Development and Strategy, Client and Agency Focus, Creative Development, e-Commerce, Forecasting, Leadership, Managing, Marketing, Messaging, Positioning, Process Driven, Reporting and Analytics","Fordham University Graduate School of Business, Management and Media Communications Management, Finance, MBA, Syracuse University, S.I. Newhouse School of Public Communications, Media Communications and Film Production/Direction, BS","Consultant, Strategist, Advisor, Strategy, Business Development, & Sales and Media / Marketing Strategist, Sales Team Management, Regional Sales Manager, VP, Senior Director of Mobile Sales and Strategy, Senior Director of Sales, Mobile Solutions Specialist, Manager, Eastern Sales and Business Development, Cross-Platform Digital Media Advertising Sales, Commercial Producer, Production Manger"
37739183,DIRECTOR OF DONOR RELATIONS,DIGITAL-MEDIA,"Strong verbal communication, Budgeting and finance, Project management, Process implementation, Extremely organized, Client assessment and analysis, Team leadership, Self-motivated, Raisers Edge, Donor Perfect, Microsoft Office, Publisher, Adobe Creative Suite: PhotoshopCS3, DreamWeaverCS3, Adobe Writer, HTML, CorelPainter, SAP, Access","Montclair State University, Political Science, B.A","Director of Development, Donor Relations Manager, Annual Fund and Special Events Manager, Special Events & Annual Fund Manager Marketing Communications Specialist, Director of Special Events, Director of Fund Development, Senior Marketing Communications Manager, Digital Media Specialist, Senior Marketing Communications Specialist, Senior Market Analyst"
14771530,DIGITAL PRODUCER,DIGITAL-MEDIA,"Budgeting and forecasting, Process improvement, Contract management, Relationship building, Microsoft Office Suite expert, Project development and lifecycle, Superb time management skills, Detail-oriented, Sound judgment, Organized and efficient, Proficient in Adobe Creative Suite, Decisive problem solver, Exceptional multi-tasker, Deadline-driven, Special events planning, Project Management Tools: Workamajig, Basecamp, DoneDone, Desktop Publishing Software: Photoshop, Illustrator, HTML",Lewis University: Bachelor of Science in Business Administration and Computer Information Systems,"Producer, Associate Producer, Production Coordinator, Production Intern"
62700506,DIGITAL CONSULTANT,DIGITAL-MEDIA,"Strong analytical skills, Strong collaborative skills, Mobile application development, Market Research and Analysis, Product Development and Launch, Strategic Alliances","California State University, BA in Theater Arts Philosophy, University of California, Certificate Program in Fund Raising, PR","Product Manager, Project Manager, Learning Development Consultant, Client Service Consultant"
34319869,GLOBAL DIGITAL SERVICING DIGITAL ONBOARDING COORDINATOR,DIGITAL-MEDIA,"Mac OS/OS X systems, Salesforce software (CRM & Jobscience), GitHub, FileZilla, Text Wrangler, SAP Business Objects, Adobe Acrobat, Tableau, Micro strategy, Jira, Zendesk, Word, Outlook, Excel, PowerPoint, Access, SharePoint","State University of New York at New Paltz, Communication ~ Media Management, Bachelor of Arts","Global Content Licensing & Catalog ~ Global Reporting Manager, New Media Solutions ~ Sr. Digital Account Manager, Global Digital Operations ~ Global Account Manager, VH1 Production Management ~ Production Management Associate"
30999638,SOCIAL MEDIA EVALUATOR,DIGITAL-MEDIA,"Microsoft Outlook, Microsoft Word, Windows 10, Excel, PowerPoint, Multi-line phone system",Thomas Nelson Community College,"Rental Sales Agent, Escalations Management, Floor Supervisor"
11677012,SOCIAL MEDIA MARKETING MANAGER,DIGITAL-MEDIA,"Deadline-driven, Critical thinker, Detail oriented, Able to work independently and as a member of a team, Organizational planning, Exceptional multi-tasker, Decisive problem solver, Interpersonal, oral, and written communication skills, Excellent customer service skills, High ability to perform under stressful circumstances, Exceptional organizational skills, Effective problem-solving skills","North Carolina State University, International Studies, Bachelor of Arts, Institute for the International Education of Students (IES Abroad), Semester Study Abroad","Social Media Marketing Intern, Intern"
18525641,DIRECTOR MEDIA STRATEGY,DIGITAL-MEDIA,"Integrated media planning and strategy, Team leadership and development, Total video strategy, Digital strategy, Multi-platform content solutions, Competitive research and analysis, Client leadership, Cross-agency collaboration, Media stewardship, Project execution, Consumer insights and research, Media mix development and ROI analysis","University of Missouri, Journalism - Strategic Communications Marketing, Bachelor of Arts","Media Strategy, Associate Director, Media Strategy, Supervisor, Media Strategy, Media Supervisor, Field Media Planner, Media Planner, Assistant Media Planner"
91539554,MEDIA WEATHER FORECASTER,DIGITAL-MEDIA,"Communication skills, Adaptability, Common software application knowledge, Organizational/planning skills, Ability to improvise, Performance under difficult situations, Teamwork experience, Reliability, People skills, Advanced problem-solving, SmartMET workstation, Statistical analysis software, Numerical models analysis, Observational data analysis, Satellite and radar workstation","Institute of Technology and Applied Sciences, Meteorology, Bachelor degree, University of Alicante, Evaluation of Ecological and Climatic Risks and Environmental Impact, Diplomat Course",Superior Specialist in Meteorology
13503650,MEDIA ADMINISTRATOR,DIGITAL-MEDIA,"Word, Excel, PowerPoint, Lotus Notes/Outlook, Concur, Arriba, customer service, listening skills, communication skills, administrative support, conflict resolution, meetings, Outlook","Briarcliffe College, Paralegal Studies, Associate of Arts","Customer Liaison Level I Department of Ophthalmology, Executive Assistant, Executive Assistant, Licensed Health Insurance Agent Customer Care Specialist, Administrative Assistant"
23864858,DIGITAL MARKETING MANAGER CORE QUALIFICATIONS WINDOW,DIGITAL-MEDIA,"Lisp, HTML, SQL, VBA, Microsoft Word, Excel, Access, PowerPoint, Sharepoint, Salesforce, Google Analytics, IBM Coremetrics, Microstrategy, Basecamp, YouTube Analytics, Facebook Analytics, Sitespect, SEO, Statistics, Behavioral Psychology","University of California, Cognitive Science Computational Modeling, Bachelor","Affiliate Marketing Manager, Business Intelligent Analyst, Loan Processor/Analyst"
24658786,SENIOR DIGITAL PRODUCER MULTIMEDIA SPECIALIST,DIGITAL-MEDIA,"Photography/digital video background, Experience with Final Cut Pro and Adobe Creative Cloud, Content curation and SEO expert, Copyediting and proofreading, Graphic design, CSS, XML, HTML, js, Brand communications, Data visualization, Social media, Supply and logistics planning, Project management, Ground and air transportation, Global logistics, Strategic planner, Project development and work flow planning, Cargo tracking, Secret security clearance, Training and development, Social media, Digital video and multimedia, Content curation, Digital strategy, Web metrics and SEO optimization, Digital engagement, Community engagement, Public relations","The Ohio State University School of Journalism, Journalism, Bachelor of Arts","NCOIC Logistics Readiness Flights, (MSgt.), Digital content editor"
39166680,SR DIGITAL ANALYTICS MANAGER,DIGITAL-MEDIA,"Digital insights and analytics (Adobe Experience Cloud, Google Analytics, Looker), Conversion rate optimization; A/B testing (Qubit and Adobe Target), Email marketing & marketing automation (Responsys and SFMC), Salesforce Marketing Cloud (Social Studio), Marketing strategy, Data visualization (Tableau and Chartio), Tagging & attribution (GTM and DTM), SQL","Arizona State University, Business Management, B.S","Web/Business Analytics Manager - eCommerce, Strategic Manager - eCommerce Toys and Seasonal Dept, Sr Inventory Manager - Toys, Inventory Manager - Apparel, Sr Inventory Analyst - Furniture and Lamps, Supply Chain Management, Logistics Readiness Officer"
25038571,DIGITAL PROJECT MANAGER,DIGITAL-MEDIA,"Strong quantitative and qualitative problem solving skills, Excellence in digital marketing including Facebook, Twitter, Google+, and LinkedIn, Approach, Automotive, Brand marketing, Budgets, Business development, Competitive, Client, Clients, Driving, Functional, Inventory, Team lead, Managing, Marketing analysis, Marketing and Research, Marketing strategy, Marketing, Market, Marketing materials, PR, Procurement, Promotion, Public relations, Real time, Reporting, Research, Sales, Soap, Social media platforms, Supply chain","Oakland University, Marketing and Business Management, Bachelor of Science","Marketing Associate, Director, Stylist / Product Sales, Lead Intern"
33542483,DIGITAL CONTENT EDITOR,DIGITAL-MEDIA,"AP Style, Sitecore web management, Google Analytics, MOZ Pro, social media sites (Facebook, Twitter, LinkedIn, YouTube, Instagram), Skype for Business","INDIANA UNIVERSITY, Journalism, Bachelor of Arts","Proofreader/Editorial Coordinator, Event Manager/Freelance Journalist, Communications Specialist, Communication Assistant, Newspaper Reporter"
58915642,DIGITAL M E RESEARCH INTERN,DIGITAL-MEDIA,"Microsoft Office Suite, Venture Capital Financial Model, Acquisitions, Big Data, Consulting, Content, Corporate Finance, Credit, databases, Finance, Financial, Java, Mentoring, Excel, statistical analysis, strategy, Venture Capital, Fluent in Spanish","The Wharton School, University of Pennsylvania, Economics Management, Bachelor of Science","Business Development Intern, Loans & Credit Card Intern"
18927233,DIGITAL MARKETING COORDINATOR,DIGITAL-MEDIA,"Strategic media placement, Creative content, Media relations, Special events planning, WordPress, Google Analytics & AdWords Certified, Adobe Photoshop, Budget planning, Reports generation and analysis, SEO & SEM, Social media platforms","Vanguard University, Bachelor of Arts: Communications Cinema Arts",Sales & Customer Service Representative
16893572,DIGITAL MARKETING MANAGER,DIGITAL-MEDIA,"Microsoft Office Suite, Adobe Creative Suite, IBM Marketing Cloud, Google Analytics, Act-On, Social Media, LinkedIn, Facebook, Twitter, Google+, Pinterest, Wordpress, Instagram, YouTube, HTML, CSS, JavaScript, PHP, SEO, Keywords","Upper Iowa University, Graphic and Web Design, Bachelor of Arts","Data Analyst, Data Director/Digital Strategist, Administrator, Marketing Specialist, Marketing Specialist & Senior Account Manager"
18488289,SENIOR DIGITAL MARKETING SPECIALIST,DIGITAL-MEDIA,"SEO, PPC, account management, conversion rate optimization, content marketing, analytics, SEO/PPC tools, Microsoft Office Suite, Desktop publishing software, Graphics editing software, Web analytics software, Project management software, Social media management tools, UX design principles, Content management systems (CMS), HTML, CSS, Account management, Digital Marketing, Search Engine Optimization, Search Engine Marketing","St. Cloud State University, Mass Communications, Bachelor of Science","Senior SEO Specialist, Digital Copywriter, Lead Project Manager, Digital Copywriter (Contractor), Communications and Membership Coordinator, Marketing Assistant"
31909493,DIGITAL CLIENT LEAD,DIGITAL-MEDIA,"Ads, Agency, Banners, Billing, Budgets, CMS, Competitive Analysis, Content Management, Conversion, CRM, Client Management, Database Management, Database Marketing, Decision Making, Direct Mail, Email Marketing, Film, Google Analytics, UX, Inventory, Marketing, Marketing Communication, Network, Optimization, Performance Reviews, Posters, Project Leadership, Proposal Writing, Quality Assurance, Radio, Reality, Recruiting, Relationship Building, Reporting, Requirement Gathering, Research, Retail, RFP, Social Media Platforms, Strategy, Strategic Planning, Web Development, Websites, Webmaster","Pace University, Marketing Advertising, BBA","Digital Account Director, Digital Account Supervisor, Integrated Account Supervisor, Digital Account Executive, Integrated Account Executive"
29002596,DIRECTOR GLOBAL DIGITAL MARKETING EXECUTIVE,DIGITAL-MEDIA,"Cross-media demand generation, Digital, Social and new media, Strategy and competitive planning, Analytics, LSS Green Belt certified, Event and workshop strategy, Value proposition creation, Product marketing, Content marketing strategies, Channel marketing and expansion, Industry marketing, Agile Development and Marketing","MBA : Executive Development, University of Rochester - William E. Simon School of Business Administration, Bachelor of Science : Electrical Engineering, Boston University","Global Digital Marketing, Manager, Interactive Marketing, Manager, Marketing Communications, Manager, Packaging Industry Marketing, Manager, Applications Marketing, Healthcare & Retail Industry Marketing Manager, Finance & Accounting Services Marketing Manager, Solutions Marketing Manager, Internet Marketing Manager, Retail Sales Account Manager, Retail Multi-function Product Marketing Manager, Color Services Launch Manager, Customer Interface Engineer for Color Products, Network Engineer"
73282756,DIRECTOR OF DIGITAL INNOVATION AND STRATEGY,DIGITAL-MEDIA,"Digital Media Operations, Project Management, Negotiations Management, Business Development, Team Leadership, Product Development, Budget Management, Strategic and Analytical Thinking, Business Planning, Professional Communications, Business Intelligence","Long Island University College of Management, MBA: Marketing, Hofstra University Frank G. Zarb School of Business, Bachelors of Business Administration: Management Information Systems","Director of Ad and Online Operations, Director of Online Operations, Marketing Consultant, Intern, Senior Support Analyst, Information Systems Intern"
94492380,DIRECTOR OF SOCIAL MEDIA MARKETING EXECUTIVE,DIGITAL-MEDIA,"Social media strategy, Brand marketing, Advertising, Promotions, Digital marketing, Creative production, Strategic planning, Community management, Event planning","University of Phoenix, Business Management with Marketing Emphasis, Bachelor of Science, Columbia College, Film & TV Production","Director of Digital & Interactive Marketing, Director of Marketing, Brand Manager"
70196518,SOCIAL MEDIA CONTENT CREATOR,DIGITAL-MEDIA,"Final Cut Pro, Media relations training, Exceptional writing skills, Microsoft Office Suite, competitive, content, creativity, client, customer service, Data Entry, delivery, special events, fashion, features, marketing plans, marketing strategies, market trends, marketing, press kits, promotion, Public Relations, publicity, visual merchandising","Prairie View A&M University, Mass Communication, BA","Junior Publicist, Public Relation member, Intern/Student Worker"
56952849,IT MEDIA ADMINISTRATOR,DIGITAL-MEDIA,"Windows, Apple, Linux, Cisco IOS, Network upgrades, CISCO router management, Technical specifications creation, Website creation and maintenance, Problem-solving, Communication skills, Diagnostic skills, Graphic design, Active Directory, broadband, Client server, Customer satisfaction, Network Systems, Curriculum design, Help Desk, HP, IT support, Linux, MySQL, POS, Technical support, Unix, Troubleshooting","Network Systems Admin Professional Program, New Horizons, Bachelor of Science, Technical Management, DeVry University","Local Technology Coordinator, IT Trainer, POS Product Support Specialist, Computer Networking & Administration Instructor, Network Administrator, IT Support Specialist, POS Support Analyst"
40311088,MEDIA SPECIALIST II,DIGITAL-MEDIA,"Organization Image Control, Public Relation Initiatives, Information Dissemination, Social Media Management, Media Production (Adobe), Communications, Administrative Management functions, Website Management, Image Control, Governmental Relations, Public Information, Media Production, Marketing, Publication Design, Event Planning, Cable Television Franchise Coordinator","Bachelor of Science (BS): Mass Communications Marketing/Public Relations, East Carolina University, Associate of Art and Science (AAS): Pre-Liberal Arts Computer Science, Pitt Community College","Owner/Operator, Assistant Program Director, Public Information Officer, Communications Specialist, Associate Producer / Videographer"
19053815,MEDIA ADVERTISING COORDINATOR,DIGITAL-MEDIA,"Customer service, Relationship building, Copywriting, Copyediting, Project management, Exceptional writing, Communication, Proposal writing, Promotion implementation, Teamwork, Problem solving, Event planning, Social media engagement, Vendor management, Recruitment, Budget management, Advertising, Process scheduling, HR administration, Inventory management","Collin County Community College, Associates of Arts, Southern New Hampshire University, Bachelors of Arts: Communications / Public Relations","Senior Coordinator, Human Resources Administrator, Materials Management Assistant, Merchandise Business Associate"
10005171,MEDIA ACTIVITIES SPECIALIST,DIGITAL-MEDIA,"academic, ads, advertising, banners, brochures, budget, conferences, special events, market research, marketing, materials, newspaper, office manager, personnel, press, press releases, publication, radio, recruitment, scripts, strategy, strategic planning, television, website content","Master of Arts: Radio, Television & Motion Pictures, University of North Carolina, Bachelor of Arts: Human Services, University of Tennessee","Marketing Coordinator, Continuing Education Coordinator"
26160200,VICE PRESIDENT DIRECTOR OF CLIENT SERVICES,DIGITAL-MEDIA,"Brand Management, Copywriting, Interactive Marketing, Web Design, Collateral Development, Business Development, Project Management, Client Relations, Special Events Planning, Account Management, Direct Marketing Campaigns, Mobile Marketing, Cross-functional Team Leadership, Customer Service-oriented, Digital Advertising, Project Management, Go-to-market Strategy Development, Competitive Analysis, HTML, Active Server Pages, VBScript, JavaScript, CSS, Organizational Communication, Technical Marketing","Rutgers University, Communication, BA","Director of Client Services, Digital, Account Manager, Director of Marketing / Content Manager, Technical Marketing Manager"
59011090,SOCIAL MEDIA COORDINATOR,DIGITAL-MEDIA,"Social media channels, Content development, Community engagement, Account management, Client relationship, Google Analytics, Direct mail campaigns, Fluent in Spanish, Word, Excel, PowerPoint, iMovie, Photoshop, MS Publisher, Final Cut Pro, Facebook, Instagram, Twitter, Pinterest, YouTube, Snapchat, Sendible, Cyfe, Basecamp, Strong writing skills, Research abilities, Strong organization and planning skills, Confidentiality","Rhode Island College, Bachelor of Arts, Communications (Advertising)","Sales Associate, Marketing Sales Intern, Events Coordinator"
34583750,PAID MEDIA SPECIALIST,DIGITAL-MEDIA,"advertising, agency, contract management, CRM, customer service, customer care, functional, hiring, leadership, marketing, media plans, media plan, meetings, SharePoint, online marketing, processes, radio, RFP, sales, strategy, phone, TV","Purdue University, Management Marketing Communications, Bachelor of Science","Coordinator, Member Care Trainer, Member Services Representative"
22380187,SOCIAL MEDIA COORDINATOR HIGHLIGHTS MICROSOFT OFFICE,DIGITAL-MEDIA,"Microsoft Office, Photoshop, WordPress, social media platforms, e-ClinicalWorks, QuickBooks, Multichannel Order Manager, Google Analytics, DOH, email marketing, general ledger","Baruch College - CUNY, Public Affairs Communication","Social Media Intern, Bookkeeper, Medical Record Clerk"
24953921,MEDIA SERVICES COORDINATOR,DIGITAL-MEDIA,"Microsoft Office applications, QuickBooks Pro, Google Tools/Apps for Education, HTML5, CSS, Basic PHP, Adobe Creative Cloud, Techsmith Relay, Camtasia, Snag-it, Web Research skills, Web 2.0 tools, Video-Web conference skills, iOS device management, Project cost management, Customer Service, Analytical skills, Collaboration, Communication, Written skills, Organizational skills, Multi-tasking, Accounting, Reconciliations, Closing Procedures, AP, AR, Bank Reconciliations, GL, Payroll, Project Management, Public Relations, Property Management, Scheduling, Travel Arrangements, Budget Management, Correspondence, Billing, Credit Management, Interviewing, Leasing, Helpdesk ticketing system, Inventory management, Purchasing, Technical Support, Training","Northwest Vista College, Associate of Applied Science, Digital Media","Credit Manager / Billing Coordinator, Developer, Office Manager / Leasing Manager"
20490741,SOCIAL MEDIA ANALYST,DIGITAL-MEDIA,"Social media platforms, Complaint resolution, Creative problem solving, Medical terminology knowledge, Account management, Computer proficient, Good listening skills, Customer relationship management, Sales proficiency, Knowledge of credit disputes, Career planning, Closing techniques, Spanish translation, Interviewing, Up-selling, Record keeping and reporting","Sickles High School, High School Diploma","Sr. Career Services Advisor, Customer Relations Controller, IS Escalations Supervisor, Disputes Coordinator, Customer Service Representative"
21125113,MEDIA SUPPORT SPECIALIST,DIGITAL-MEDIA,"Active Directory, Automotive, computer hardware, hardware, client, clients, data management, DC, documentation, DNS, network cabling, XML, features, file management, forms, FTP, Inspect, inventory, IP, Journalism, JSON, LAN, Law, notes, Managerial, meetings, Merchandising, Excel, Microsoft Office programs, office, Outlook, Powerpoint, Word, migration, network support, network, networking, Proof reading, Public Speaking, quality assurance, Recording, Research, sales, software developers, Strategy, supervision, System Administration, telephone, phone, Troubleshoot, web server, WAN, Team liaison, Conflict resolution, Client Facing Personality, Network Setup, Hardware/Software Troubleshooting, HelpDesk Support, Client assessment and analysis, Emergency Support, Root Cause Analysis, Strong verbal communication, Self-motivated","Indiana University of Pennsylvania, BA in Political Science","Technical Support Specialist, Intern"
11270462,SOCIAL MEDIA MANAGER,DIGITAL-MEDIA,"Social media management, Teamwork, Organization, Multi-tasking, Communication, Microsoft Office, Problem solving, Client relationship management, Event planning, Social media content creation","University of Louisiana at Lafayette, Public Relations, Bachelor's degree","Marketing Intern, Sports Intern, Nanny/Caregiver, Sales Associate"
90685127,SENIOR MANAGER DIGITAL MARKETING,DIGITAL-MEDIA,"Analytics Software: Google Analytics, Omniture, Looker, Adobe Social, Netbase, Simon Data, Email Service Provider: Bronto, Apsis","University of Southern California, Business Administration, Bachelor of Science","Digital Marketing, Digital Marketing Manager, Customer Retention, Online Marketing Specialist, Global Digital Advertising & Analytics Coordinator"
20628003,DIGITAL MARKETING SPECIALIST,DIGITAL-MEDIA,"Digital Marketing Strategy, Search Engine Marketing, Search Engine Optimization, Social Media Marketing","Mt. San Antonio College, Digital Marketing","Store Manager, Sales Representative"
30504149,CHIEF DIGITAL OFFICER,DIGITAL-MEDIA,"Digital Strategy, Content Marketing, Influencer Engagement, SEO/SEM, Creative Development, Digital Media, Mobile Innovation, Content Development, Distribution, Traditional Media","UCM, Bachelor of Science, Journalism","VICE PRESIDENT DIGITAL STRATEGY, SENIOR VICE PRESIDENT - Digital, SENIOR VICE PRESIDENT, Digital Content"
25706337,DIGITAL MERCHANDISING ANALYST,DIGITAL-MEDIA,"Vendor Relations, Website Platforms, Email Marketing, Merchandising, Retail Marketing, Product Analysis, Social Media Marketing, Management, Digital Marketing, Styling, Excel, Project Management, Campaign Management","MBA: Marketing and Management, Indiana Tech, Bachelor of Science: Business Management & Accounting, Huntington University","Digital Merchandising Coordinator, Payroll Coordinator"
91318828,DIGITAL ADVERTISING OPERATIONS INTERN,DIGITAL-MEDIA,"Customer support, multitasking, computer repair, Adobe Creative Suite, Photoshop, InDesign, Microsoft Office, Google Docs, social media, Art History, Studio Art, ASL, Double Click for Publishers, Google Analytics, WordPress, Live Intent, Hubspot, CRM, money management, organization, inventory management, people management, communication, time management, collections, vendor management","Texas State University, Journalism and Mass Communication Advertising Art and Design, Bachelor of Science",Supervisor / Key holder
