antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'ProductRelated_Bin_Low', 'PageValues_Bin_Low', 'BounceRates_Bin_Low'})",frozenset({'ProductRelated_Duration_Bin_Short'}),0.18721835313396148,0.3333060221220811,0.145759934453093,0.7785557986870897,2.3358587814591765,1.0,0.08335892990176523,3.0106635167016687,0.7036230824674972,0.3889374726716222,0.6678473052692553,0.6079357164526894
"frozenset({'ProductRelated_Bin_Low', 'PageValues_Bin_Low', 'Weekend_Label_Weekday', 'BounceRates_Bin_Low'})",frozenset({'ProductRelated_Duration_Bin_Short'}),0.14379352724293323,0.3333060221220811,0.11192134371159361,0.7783475783475783,2.3352340692557014,1.0,0.06399409513934844,3.0078352986523065,0.667803176248888,0.30648418218532647,0.6675349875546508,0.5570695610518619
"frozenset({'ExitRates_Bin_Low', 'PageValues_Bin_Low', 'Weekend_Label_Weekday', 'ProductRelated_Bin_Medium'})","frozenset({'ProductRelated_Duration_Bin_Medium', 'Revenue_Label_Revenue_No'})",0.09463334698893897,0.2747234739860713,0.06063088897992626,0.6406926406926406,2.3321364985546316,1.0,0.03463288714019563,2.0185406928821386,0.6309141494435612,0.19639065817409768,0.5045925982437505,0.4306952615929651
"frozenset({'ProductRelated_Bin_Low', 'PageValues_Bin_Low', 'BounceRates_Bin_Low', 'Revenue_Label_Revenue_No'})",frozenset({'ProductRelated_Duration_Bin_Short'}),0.18115526423596887,0.3333060221220811,0.14076198279393692,0.7770239710538218,2.3312629220039076,1.0,0.08038184228497164,2.989980497136062,0.6973824574139129,0.3766717825038369,0.6655496579466506,0.5996722608464783
"frozenset({'Weekend_Label_Weekday', 'BounceRates_Bin_Low', 'ProductRelated_Bin_Low', 'PageValues_Bin_Low', 'Revenue_Label_Revenue_No'})",frozenset({'ProductRelated_Duration_Bin_Short'}),0.1396149119213437,0.3333060221220811,0.108480131093814,0.7769953051643192,2.331176917288721,1.0,0.06194564017238622,2.98959615343151,0.663693660595121,0.2976618705035971,0.6655066608738499,0.5512311825723268
"frozenset({'ProductRelated_Duration_Bin_Long', 'BounceRates_Bin_High', 'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})",frozenset({'ProductRelated_Bin_High'}),0.12232691519868906,0.331667349446948,0.0945514133551823,0.7729403884795714,2.330468735522028,1.0,0.053979569625211526,2.943423738276421,0.650472008262976,0.26304992021882834,0.6602595858027668,0.5290097199314853
"frozenset({'ProductRelated_Bin_Low', 'BounceRates_Bin_Low', 'Revenue_Label_Revenue_No'})",frozenset({'ProductRelated_Duration_Bin_Short'}),0.18279393691110202,0.3333060221220811,0.14182712003277345,0.7758852532496637,2.3278464886706356,1.0,0.08090080005289939,2.974788529291273,0.6980104945301459,0.37894045534150606,0.6638416512120126,0.6007007387192271
"frozenset({'ProductRelated_Bin_Low', 'Weekend_Label_Weekend'})","frozenset({'PageValues_Bin_Low', 'ProductRelated_Duration_Bin_Short'})",0.07914789020893076,0.319950839819746,0.058910282671036464,0.7443064182194618,2.326314938378625,1.0,0.03358684872872802,2.659625460462047,0.6191391465319019,0.17316955684007712,0.6240072089600639,0.4642146687768244
"frozenset({'ProductRelated_Bin_Low', 'Weekend_Label_Weekday', 'BounceRates_Bin_Low', 'Revenue_Label_Revenue_No'})",frozenset({'ProductRelated_Duration_Bin_Short'}),0.1410077836952069,0.3333060221220811,0.10929946743138058,0.7751307379430563,2.3255827572750745,1.0,0.062300723959680324,2.964807069581132,0.6635685877015707,0.2994388327721661,0.6627099246153377,0.5515280041731014
"frozenset({'ProductRelated_Duration_Bin_Long', 'ExitRates_Bin_Low', 'Weekend_Label_Weekday', 'BounceRates_Bin_Low'})",frozenset({'ProductRelated_Bin_High'}),0.09299467431380581,0.331667349446948,0.07169192953707497,0.7709251101321586,2.3243925319078547,1.0,0.04084863239473282,2.9175290706835155,0.6281992515163247,0.2031104921077066,0.6572442036487673,0.493540618307186
"frozenset({'ExitRates_Bin_Low', 'ProductRelated_Bin_High', 'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})",frozenset({'ProductRelated_Duration_Bin_Long'}),0.125686194182712,0.3333060221220811,0.09725522326915198,0.7737940026075618,2.3215722226709175,1.0,0.05536325785044879,2.9472869223767346,0.6510905123816195,0.2688561721404303,0.6607049037514185,0.5327917898976846
"frozenset({'ProductRelated_Duration_Bin_Long', 'Revenue_Label_Revenue_No'})",frozenset({'ProductRelated_Bin_High'}),0.25473166734944697,0.331667349446948,0.19606718557968045,0.7697008684464457,2.320701358544681,1.0,0.11158100864968772,2.902019847164019,0.7636119218285817,0.5023089840470192,0.6554124187064938,0.6804284974643295
"frozenset({'ExitRates_Bin_Low', 'ProductRelated_Duration_Bin_Short', 'Revenue_Label_Revenue_No'})","frozenset({'PageValues_Bin_Low', 'BounceRates_Bin_Low'})",0.07767308480131094,0.37927079065956576,0.06833265055305203,0.879746835443038,2.3195744494668995,1.0,0.03887351826749133,5.161853425041507,0.6167947937110914,0.17583807716635044,0.8062711360325078,0.5299576691797173
"frozenset({'ProductRelated_Duration_Bin_Long', 'Weekend_Label_Weekday'})",frozenset({'ProductRelated_Bin_High'}),0.2535026628430971,0.331667349446948,0.19475624743957395,0.7682611506140918,2.316360509694909,1.0,0.11067769117666064,2.883990545064356,0.7612730052532577,0.4988457502623296,0.6532582252353796,0.6777323539631723
"frozenset({'ProductRelated_Bin_Low', 'Weekend_Label_Weekend'})",frozenset({'ProductRelated_Duration_Bin_Short'}),0.07914789020893076,0.3333060221220811,0.06104055714870955,0.7712215320910973,2.3138541787541405,1.0,0.03466008870381562,2.9141465277378718,0.6166252341588584,0.17370016320820705,0.656846356049139,0.47717910429530286
"frozenset({'PageValues_Bin_Low', 'BounceRates_Bin_High', 'ProductRelated_Duration_Bin_Short', 'Revenue_Label_Revenue_No'})",frozenset({'ProductRelated_Bin_Low'}),0.14682507169192954,0.3569029086439984,0.12117984432609587,0.8253348214285714,2.3124911605913026,1.0,0.06877754917738263,3.681884944760239,0.6652397952395673,0.3167701863354037,0.7283999866907521,0.5824332509346714
"frozenset({'ExitRates_Bin_High', 'PageValues_Bin_Low', 'BounceRates_Bin_Low'})","frozenset({'ProductRelated_Bin_Low', 'Revenue_Label_Revenue_No'})",0.13838590741499385,0.3304383449405981,0.10569438754608768,0.763765541740675,2.31137080013512,1.0,0.05996637733677427,2.8343098631461907,0.6584807646377171,0.2910649819494585,0.6471804254705016,0.541813343644947
"frozenset({'Weekend_Label_Weekday', 'PageValues_Bin_Low', 'ProductRelated_Duration_Bin_Short', 'BounceRates_Bin_High', 'Revenue_Label_Revenue_No'})",frozenset({'ProductRelated_Bin_Low'}),0.11724702990577632,0.3569029086439984,0.09668168783285538,0.8245981830887491,2.3104271865468737,1.0,0.05483588182961396,3.666422062671069,0.6425122627291692,0.2561319730844367,0.7272545323733192,0.5477444542624645
"frozenset({'PageValues_Bin_Low', 'BounceRates_Bin_High', 'ProductRelated_Duration_Bin_Short'})",frozenset({'ProductRelated_Bin_Low'}),0.14985661614092585,0.3569029086439984,0.12355591970503892,0.8244942591580098,2.31013600390806,1.0,0.07007165752479533,3.6642510283181515,0.6670934149199642,0.3224289074192858,0.7270929332428983,0.5853417117644961
"frozenset({'BounceRates_Bin_High', 'ProductRelated_Duration_Bin_Short', 'Revenue_Label_Revenue_No'})",frozenset({'ProductRelated_Bin_Low'}),0.1480540761982794,0.3569029086439984,0.12199918066366243,0.8240177089097952,2.308800766125815,1.0,0.06915825023189634,3.6543284405040715,0.66538813645389,0.3185708172871202,0.7263519094463052,0.5829225367322162
"frozenset({'ExitRates_Bin_Low', 'ProductRelated_Duration_Bin_Short', 'Revenue_Label_Revenue_No'})","frozenset({'PageValues_Bin_Low', 'Weekend_Label_Weekday', 'BounceRates_Bin_Low'})",0.07767308480131094,0.2892257271609996,0.05186399016796395,0.6677215189873418,2.308651880804676,1.0,0.029398935735466807,2.139092097305944,0.6145833640321536,0.16462938881664496,0.5325119468865137,0.42352081615089465
"frozenset({'BounceRates_Bin_High', 'PageValues_Bin_Low', 'Weekend_Label_Weekday', 'ProductRelated_Duration_Bin_Short'})",frozenset({'ProductRelated_Bin_Low'}),0.11954117165096272,0.3569029086439984,0.09848422777550184,0.8238519533927348,2.3083363386497537,1.0,0.055819635910561764,3.650889713184461,0.6437411374367369,0.2605679601127249,0.7260941637352946,0.5498965919397099
"frozenset({'BounceRates_Bin_High', 'ProductRelated_Duration_Bin_Short', 'Weekend_Label_Weekday'})",frozenset({'ProductRelated_Bin_Low'}),0.12216304793117574,0.3569029086439984,0.10061450225317493,0.8236083165660631,2.3076536968982553,1.0,0.05701415511772212,3.6458470084098824,0.645517843559433,0.2658584109114527,0.7257153145227163,0.5527591628743997
"frozenset({'BounceRates_Bin_High', 'Weekend_Label_Weekday', 'ProductRelated_Duration_Bin_Short', 'Revenue_Label_Revenue_No'})",frozenset({'ProductRelated_Bin_Low'}),0.11831216714461286,0.3569029086439984,0.0974190905366653,0.8234072022160664,2.3070901981283494,1.0,0.05519313395477807,3.6416949016394753,0.6425784197662978,0.2578616352201258,0.7254025867049421,0.5481820216773629
"frozenset({'ExitRates_Bin_Low', 'Weekend_Label_Weekday', 'ProductRelated_Bin_Medium', 'Revenue_Label_Revenue_No'})","frozenset({'PageValues_Bin_Low', 'ProductRelated_Duration_Bin_Medium'})",0.10102417042195821,0.2601392871773863,0.06063088897992626,0.6001622060016221,2.307080228110172,1.0,0.03435053329867126,1.85040214789104,0.6302190588328029,0.20174482006543074,0.4595769351328679,0.41661653607167715
"frozenset({'ExitRates_Bin_High', 'Weekend_Label_Weekday', 'BounceRates_Bin_Low', 'Revenue_Label_Revenue_No'})","frozenset({'ProductRelated_Bin_Low', 'ProductRelated_Duration_Bin_Short'})",0.10929946743138058,0.2794756247439574,0.07046292503072511,0.6446776611694153,2.3067402094906813,1.0,0.0399163880861582,2.027804887323968,0.6360025499889829,0.22136422136422138,0.5068559079568699,0.448401568784649
"frozenset({'BounceRates_Bin_High', 'ProductRelated_Duration_Bin_Short'})",frozenset({'ProductRelated_Bin_Low'}),0.15297009422367883,0.3569029086439984,0.12593199508398198,0.8232458489555436,2.3066381052576697,1.0,0.07133652352000451,3.6383705138231974,0.6687705080321565,0.3279982927870252,0.7251516863934782,0.5880462486283687
"frozenset({'ExitRates_Bin_High', 'PageValues_Bin_Low', 'Weekend_Label_Weekday', 'BounceRates_Bin_Low'})","frozenset({'ProductRelated_Bin_Low', 'Revenue_Label_Revenue_No'})",0.10856206472757067,0.3304383449405981,0.08267103646046702,0.7615094339622641,2.304543179149376,1.0,0.04679796746855448,2.8074974460560362,0.6350128257447677,0.23200735801333638,0.6438108959262645,0.5058476998722801
"frozenset({'ProductRelated_Bin_Low', 'Weekend_Label_Weekend'})","frozenset({'PageValues_Bin_Low', 'ProductRelated_Duration_Bin_Short', 'Revenue_Label_Revenue_No'})",0.07914789020893076,0.311347808275297,0.056780008193363374,0.7173913043478262,2.304147597254005,1.0,0.032137486047198946,2.4367692937951038,0.6146481273271914,0.17014485637122514,0.5896205674676047,0.44987986270022884
"frozenset({'ProductRelated_Bin_High', 'Revenue_Label_Revenue_No'})",frozenset({'ProductRelated_Duration_Bin_Long'}),0.2553871364195002,0.3333060221220811,0.19606718557968045,0.7677253769650304,2.3033648539474427,1.0,0.11094511503854756,2.870283327410873,0.7599285051617687,0.4993739565943238,0.6516023381907579,0.677987565571994
"frozenset({'ProductRelated_Duration_Bin_Long', 'PageValues_Bin_Low', 'BounceRates_Bin_High'})",frozenset({'ProductRelated_Bin_High'}),0.12429332240884883,0.331667349446948,0.09471528062269562,0.7620303230059328,2.29757413347021,1.0,0.053491243825397786,2.8084782019085317,0.6449172373246587,0.2621909730097528,0.6439352816338616,0.5238017227677885
"frozenset({'ProductRelated_Bin_High', 'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})",frozenset({'ProductRelated_Duration_Bin_Long'}),0.19229823842687424,0.3333060221220811,0.1472347398607128,0.7656582871751171,2.297163076443536,1.0,0.08314057894956783,2.844965029235409,0.6991199913563926,0.3891294932871372,0.6485018305238177,0.6036993500772341
"frozenset({'PageValues_Bin_Low', 'ProductRelated_Bin_Medium', 'BounceRates_Bin_Low'})","frozenset({'ProductRelated_Duration_Bin_Medium', 'Revenue_Label_Revenue_No'})",0.12011470708725933,0.2747234739860713,0.07578861122490782,0.630968622100955,2.296740838873294,1.0,0.04279028161707656,1.9653519170728637,0.6416750263626136,0.23754494093477144,0.49118527256463573,0.45342048760878345
"frozenset({'ProductRelated_Bin_Low', 'Weekend_Label_Weekend'})","frozenset({'ProductRelated_Duration_Bin_Short', 'Revenue_Label_Revenue_No'})",0.07914789020893076,0.31421548545678,0.057107742728390004,0.7215320910973085,2.2962970461128163,1.0,0.032238249983510894,2.4627057288057643,0.6130368440597361,0.16983430799220275,0.5939425533862187,0.4516395787950689
"frozenset({'BounceRates_Bin_High', 'ExitRates_Bin_High', 'ProductRelated_Bin_High', 'Weekend_Label_Weekday'})",frozenset({'ProductRelated_Duration_Bin_Long'}),0.068578451454322,0.3333060221220811,0.05243752560426055,0.7646356033452808,2.294094773556822,1.0,0.029579914746728237,2.8326033476335946,0.6056314875087966,0.1500586166471278,0.6469678676206406,0.4609805352026306
"frozenset({'BounceRates_Bin_High', 'ProductRelated_Bin_High', 'PageValues_Bin_Low', 'Weekend_Label_Weekday'})",frozenset({'ProductRelated_Duration_Bin_Long'}),0.09520688242523556,0.3333060221220811,0.07267513314215486,0.7633390705679862,2.2902048565098996,1.0,0.040942105882354925,2.817085099251424,0.6226371830686256,0.20423670274004146,0.6450231481236662,0.49069116753571385
"frozenset({'ProductRelated_Duration_Bin_Medium', 'Revenue_Label_Revenue_No', 'ProductRelated_Bin_Medium', 'BounceRates_Bin_Low'})","frozenset({'ExitRates_Bin_Low', 'PageValues_Bin_Low'})",0.08127816468660386,0.3378943056124539,0.062843097091356,0.7731854838709677,2.2882465641719594,1.0,0.03537966807312132,2.9191504392553145,0.6127906575193093,0.17636238215681765,0.6574345787210941,0.47958498247864584
"frozenset({'ExitRates_Bin_High', 'BounceRates_Bin_Low', 'Revenue_Label_Revenue_No'})","frozenset({'ProductRelated_Bin_Low', 'PageValues_Bin_Low'})",0.13781237197869725,0.3356001638672675,0.10569438754608768,0.7669441141498217,2.285291238573871,1.0,0.05944453292710006,2.8508176642225926,0.6523162625684455,0.28743315508021394,0.6492234447155719,0.5409427601999108
"frozenset({'ProductRelated_Duration_Bin_Long', 'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})",frozenset({'ProductRelated_Bin_High'}),0.19442851290454732,0.331667349446948,0.1472347398607128,0.7572692793931731,2.283219257656541,1.0,0.08274915032874988,2.7533912843097084,0.6976685783601907,0.38862456747404833,0.6368115183270415,0.6005961021471794
"frozenset({'ExitRates_Bin_High', 'ProductRelated_Bin_High', 'BounceRates_Bin_High'})",frozenset({'ProductRelated_Duration_Bin_Long'}),0.09135600163867268,0.3333060221220811,0.06947972142564522,0.7605381165919282,2.2818013060483,1.0,0.039030215922480904,2.7841340274677124,0.6182286438572909,0.19561707035755477,0.6408218892717812,0.48449718022320104
"frozenset({'ProductRelated_Duration_Bin_Long', 'BounceRates_Bin_High', 'PageValues_Bin_Low', 'Weekend_Label_Weekday'})",frozenset({'ProductRelated_Bin_High'}),0.09610815239655879,0.331667349446948,0.07267513314215486,0.7561807331628304,2.279937215477358,1.0,0.04079919697654487,2.7410985982473086,0.6210825247123669,0.20466082141209047,0.6351827691862627,0.4876506432612571
"frozenset({'ExitRates_Bin_Low', 'ProductRelated_Bin_High', 'BounceRates_Bin_Low'})",frozenset({'ProductRelated_Duration_Bin_Long'}),0.12666939778779188,0.3333060221220811,0.09610815239655879,0.7587322121604141,2.276383148824448,1.0,0.053888479295310335,2.7632946107218848,0.6420325126587548,0.26412970051790136,0.6381131435931983,0.5235401473781421
"frozenset({'ExitRates_Bin_High', 'BounceRates_Bin_Low'})","frozenset({'ProductRelated_Bin_Low', 'PageValues_Bin_Low', 'ProductRelated_Duration_Bin_Short'})",0.15083981974600574,0.2693158541581319,0.09242113887750922,0.6127104834329169,2.275062808122528,1.0,0.051797583981555026,1.8866613078469552,0.6600070381380172,0.28200000000000003,0.4699631588134953,0.47794027366048036
"frozenset({'ExitRates_Bin_High', 'ProductRelated_Bin_High'})",frozenset({'ProductRelated_Duration_Bin_Long'}),0.09963129864809504,0.3333060221220811,0.07554281032363785,0.7582236842105263,2.274857439967914,1.0,0.04233509849238422,2.757482575168535,0.6224250280649414,0.21137093076570382,0.6373503829162436,0.49243534259690525
"frozenset({'ExitRates_Bin_High', 'ProductRelated_Bin_High', 'Weekend_Label_Weekday'})",frozenset({'ProductRelated_Duration_Bin_Long'}),0.07578861122490782,0.3333060221220811,0.057435477263416634,0.7578378378378379,2.273699806000691,1.0,0.0321746767338857,2.7530889711476565,0.606125620946773,0.16332712022367196,0.6367716370665861,0.4650791942384863
"frozenset({'ProductRelated_Bin_High', 'BounceRates_Bin_Low'})",frozenset({'ProductRelated_Duration_Bin_Long'}),0.13494469479721424,0.3333060221220811,0.10217124129455141,0.7571341833636915,2.2715886696051757,1.0,0.057193361865213635,2.7451124539123306,0.6471025061397592,0.2790957923008057,0.6357161985933213,0.531836511544186
"frozenset({'ProductRelated_Bin_Low', 'ExitRates_Bin_Low', 'ProductRelated_Duration_Bin_Short'})","frozenset({'PageValues_Bin_Low', 'BounceRates_Bin_Low', 'Revenue_Label_Revenue_No'})",0.06202376075378943,0.3637034002458009,0.05120852109791069,0.8256274768824307,2.2700570748704814,1.0,0.02865026841572542,3.649064591014612,0.5964782669461915,0.13673156858455482,0.7259571665400548,0.48321247689582225
"frozenset({'ProductRelated_Duration_Bin_Long', 'BounceRates_Bin_Low'})",frozenset({'ProductRelated_Bin_High'}),0.13576403113478083,0.331667349446948,0.10217124129455141,0.7525648762824381,2.2690351568742977,1.0,0.05714274493784573,2.7010419560156267,0.6471427520094492,0.27972184836249436,0.6297725039876372,0.5303091179831163
"frozenset({'ProductRelated_Bin_Low', 'Weekend_Label_Weekday', 'BounceRates_Bin_Low'})",frozenset({'ProductRelated_Duration_Bin_Short'}),0.1558377714051618,0.3333060221220811,0.11782056534207293,0.7560462670872766,2.268324653343218,1.0,0.06587889765864824,2.7328705731116423,0.6623679425777251,0.3172992056487202,0.6340843910286607,0.554768462943835
"frozenset({'ProductRelated_Bin_Low', 'ExitRates_Bin_Low', 'ProductRelated_Duration_Bin_Short'})","frozenset({'PageValues_Bin_Low', 'BounceRates_Bin_Low'})",0.06202376075378943,0.37927079065956576,0.053338795575583776,0.8599735799207398,2.2674395210483103,1.0,0.029814994794814316,4.432943504440647,0.5959361021746901,0.1374868004223865,0.7744162543469679,0.5003043531489635
"frozenset({'ExitRates_Bin_Low', 'ProductRelated_Bin_High', 'Weekend_Label_Weekday', 'BounceRates_Bin_Low'})",frozenset({'ProductRelated_Duration_Bin_Long'}),0.09487914789020893,0.3333060221220811,0.07169192953707497,0.7556131260794473,2.2670251238445562,1.0,0.04006813817145679,2.7280269483485156,0.617479186333717,0.20110319466789245,0.6334347061324388,0.4853532690377571
"frozenset({'ProductRelated_Bin_High', 'BounceRates_Bin_High', 'PageValues_Bin_Low'})",frozenset({'ProductRelated_Duration_Bin_Long'}),0.12535845964768538,0.3333060221220811,0.09471528062269562,0.7555555555555555,2.2668523981208346,1.0,0.05293255109817418,2.7273844549551223,0.6389585342333653,0.26024313372354796,0.6333483538841779,0.5198623402163225
"frozenset({'ExitRates_Bin_High', 'BounceRates_Bin_Low'})","frozenset({'ProductRelated_Bin_Low', 'ProductRelated_Duration_Bin_Short'})",0.15083981974600574,0.2794756247439574,0.09553461696026219,0.6333514394350896,2.266213520464752,1.0,0.05337856410048132,1.9651635182909253,0.6579857674639685,0.285364659813999,0.4911364928707379,0.48759333918397696
"frozenset({'ProductRelated_Duration_Bin_Long', 'PageValues_Bin_Low', 'BounceRates_Bin_High', 'Revenue_Label_Revenue_No'})",frozenset({'ProductRelated_Bin_High'}),0.11585415813191315,0.331667349446948,0.08701351904956985,0.751060820367751,2.2645003242560278,1.0,0.04858847749955064,2.684722636028453,0.6315716818489846,0.24136363636363636,0.627522043960819,0.5067062995119387
"frozenset({'ProductRelated_Bin_Low', 'BounceRates_Bin_Low'})",frozenset({'ProductRelated_Duration_Bin_Short'}),0.20376894715280622,0.3333060221220811,0.15354362965997542,0.7535182951347005,2.2607401160567897,1.0,0.08562621245246901,2.7048416361865977,0.7003833614876552,0.4003418073061312,0.6302925884378788,0.6070934641848527
"frozenset({'ExitRates_Bin_High', 'Weekend_Label_Weekday', 'BounceRates_Bin_Low'})","frozenset({'ProductRelated_Bin_Low', 'PageValues_Bin_Low', 'ProductRelated_Duration_Bin_Short'})",0.11839410077836952,0.2693158541581319,0.0720196640721016,0.6083044982698962,2.2587028905944884,1.0,0.040134255693691064,1.865439206257066,0.632105594816685,0.22813392161951723,0.46393321388025155,0.4378607979636673
"frozenset({'ProductRelated_Duration_Bin_Long', 'BounceRates_Bin_Low', 'Revenue_Label_Revenue_No'})",frozenset({'ProductRelated_Bin_High'}),0.09414174518639902,0.331667349446948,0.07046292503072511,0.7484769364664926,2.2567097355665866,1.0,0.03923918193244218,2.6571426141365286,0.6147506983475247,0.1982937514410883,0.6236558795603214,0.48046376467593405
"frozenset({'ProductRelated_Bin_High', 'Weekend_Label_Weekday', 'BounceRates_Bin_Low'})",frozenset({'ProductRelated_Duration_Bin_Long'}),0.10208930766079476,0.3333060221220811,0.07668988119623105,0.7512038523274478,2.253796218696288,1.0,0.04266290015861424,2.6796796659222153,0.6195540019794057,0.213796253997259,0.6268210664442055,0.49064617395133453
"frozenset({'ExitRates_Bin_High', 'Weekend_Label_Weekday', 'BounceRates_Bin_Low', 'Revenue_Label_Revenue_No'})","frozenset({'ProductRelated_Bin_Low', 'PageValues_Bin_Low'})",0.10929946743138058,0.3356001638672675,0.08267103646046702,0.7563718140929535,2.2537885720225828,1.0,0.04599011727989063,2.7271057889263544,0.6245675590643641,0.2282289074869939,0.6333108880262052,0.5013548523589768
"frozenset({'ExitRates_Bin_High', 'Weekend_Label_Weekday', 'BounceRates_Bin_Low'})","frozenset({'ProductRelated_Bin_Low', 'ProductRelated_Duration_Bin_Short'})",0.11839410077836952,0.2794756247439574,0.07455960671855796,0.629757785467128,2.253354960898944,1.0,0.04147134143752409,1.9460892004579096,0.6309137423914375,0.230613279270147,0.4861489392342845,0.44827085989861826
"frozenset({'Weekend_Label_Weekday', 'PageValues_Bin_Low', 'ProductRelated_Bin_High', 'BounceRates_Bin_High', 'Revenue_Label_Revenue_No'})",frozenset({'ProductRelated_Duration_Bin_Long'}),0.0888160589922163,0.3333060221220811,0.06669397787791889,0.7509225092250924,2.2529521202291676,1.0,0.03709105055466319,2.6766528593320906,0.6103464967775732,0.18764407561088062,0.6263990690785612,0.4755104188210025
"frozenset({'PageValues_Bin_Low', 'Weekend_Label_Weekday', 'ProductRelated_Bin_Medium', 'BounceRates_Bin_Low'})","frozenset({'ProductRelated_Duration_Bin_Medium', 'Revenue_Label_Revenue_No'})",0.09176566980745596,0.2747234739860713,0.05661614092585006,0.6169642857142857,2.2457647202931277,1.0,0.03140595732368703,1.8934958254909096,0.6107646021696573,0.1827075621364357,0.47187631124523927,0.4115241947509693
"frozenset({'ExitRates_Bin_High', 'ProductRelated_Bin_High', 'BounceRates_Bin_High', 'Revenue_Label_Revenue_No'})",frozenset({'ProductRelated_Duration_Bin_Long'}),0.08078656288406391,0.3333060221220811,0.060467021712412944,0.7484787018255578,2.2456200972912814,1.0,0.03354037379661024,2.6506462184984994,0.6034384178408144,0.17099165894346616,0.6227335081456228,0.4649473155145488
"frozenset({'ProductRelated_Bin_Low', 'Weekend_Label_Weekday', 'BounceRates_Bin_Low'})","frozenset({'PageValues_Bin_Low', 'ProductRelated_Duration_Bin_Short'})",0.1558377714051618,0.319950839819746,0.11192134371159361,0.7181913774973713,2.2446928968899917,1.0,0.06206091787487449,2.413159519893365,0.6568699019987213,0.30758838099527136,0.5856055135367971,0.5339996580188521
"frozenset({'Weekend_Label_Weekday', 'PageValues_Bin_Low', 'ProductRelated_Duration_Bin_Long', 'BounceRates_Bin_High', 'Revenue_Label_Revenue_No'})",frozenset({'ProductRelated_Bin_High'}),0.08963539532978287,0.331667349446948,0.06669397787791889,0.7440585009140769,2.2433878467530404,1.0,0.03696484389226047,2.6112711418037113,0.6088171692527736,0.1880776340110906,0.617044747291444,0.472572728717908
"frozenset({'ProductRelated_Bin_Low', 'ExitRates_Bin_Low', 'PageValues_Bin_Low', 'Weekend_Label_Weekday'})","frozenset({'BounceRates_Bin_Low', 'Revenue_Label_Revenue_No'})",0.06300696435886932,0.40294961081523967,0.05694387546087669,0.9037711313394017,2.24288870638418,1.0,0.03155524369382062,6.20448309842,0.591409306972051,0.13922275641025642,0.8388262190198158,0.5225443700617302
"frozenset({'ExitRates_Bin_High', 'ProductRelated_Bin_High', 'Revenue_Label_Revenue_No'})",frozenset({'ProductRelated_Duration_Bin_Long'}),0.08775092175337976,0.3333060221220811,0.06554690700532569,0.7469654528478058,2.2410799783695845,1.0,0.03629899633816068,2.6347942815765726,0.6070563139931741,0.18437427978796955,0.6204637276646762,0.4718111433363906
"frozenset({'ProductRelated_Bin_Low', 'Weekend_Label_Weekday', 'BounceRates_Bin_Low'})","frozenset({'PageValues_Bin_Low', 'ProductRelated_Duration_Bin_Short', 'Revenue_Label_Revenue_No'})",0.1558377714051618,0.311347808275297,0.108480131093814,0.6961093585699264,2.235793347722619,1.0,0.05996038252031013,2.26611845788994,0.6547692529644814,0.3024211968935587,0.5587168020637657,0.5222652056007526
"frozenset({'ProductRelated_Bin_Low', 'BounceRates_Bin_Low'})","frozenset({'PageValues_Bin_Low', 'ProductRelated_Duration_Bin_Short'})",0.20376894715280622,0.319950839819746,0.145759934453093,0.715319662243667,2.2357174078576074,1.0,0.0805638886823672,2.388816753345045,0.6941656917311004,0.3856492521135921,0.5813827081546935,0.5854447222870064
"frozenset({'ProductRelated_Bin_Low', 'BounceRates_Bin_High', 'ProductRelated_Duration_Bin_Short', 'Revenue_Label_Revenue_No'})","frozenset({'ExitRates_Bin_High', 'PageValues_Bin_Low', 'Weekend_Label_Weekday'})",0.12199918066366243,0.34559606718557967,0.09422367882015567,0.7723304231027536,2.2347778127001203,1.0,0.052061241782930916,2.874358277170124,0.6293026275216256,0.2523590081193768,0.6520962581656576,0.5224857426087499
"frozenset({'ExitRates_Bin_High', 'PageValues_Bin_Low', 'BounceRates_Bin_Low', 'Revenue_Label_Revenue_No'})","frozenset({'ProductRelated_Bin_Low', 'Weekend_Label_Weekday'})",0.13330602212208112,0.2777550184350676,0.08267103646046702,0.6201598033189919,2.23275822994345,1.0,0.04564461982844284,1.9014443123076772,0.6370454714527092,0.2517465069860279,0.47408399313764,0.45889996065654604
"frozenset({'ProductRelated_Bin_Low', 'Weekend_Label_Weekday', 'BounceRates_Bin_Low'})","frozenset({'ProductRelated_Duration_Bin_Short', 'Revenue_Label_Revenue_No'})",0.1558377714051618,0.31421548545678,0.10929946743138058,0.70136698212408,2.232120995260599,1.0,0.06033282643680495,2.2964122300373324,0.6538975489446386,0.30297524415171473,0.5645381143159375,0.5246078717660817
"frozenset({'ProductRelated_Bin_High', 'PageValues_Bin_Low', 'BounceRates_Bin_High', 'Revenue_Label_Revenue_No'})",frozenset({'ProductRelated_Duration_Bin_Long'}),0.117083162638263,0.3333060221220811,0.08701351904956985,0.7431770468859342,2.229713829214068,1.0,0.04798899585313774,2.5959283225818695,0.624647679085979,0.23945885005636977,0.6147813515107322,0.5021194968942946
